Date,SEM_Google_Spend,SEM_Google_Clicks,SEM_Google_Impressions,Preload_IronSource_Aura_Spend,Preload_IronSource_Aura_launches,Preload_IronSource_Aura_impressions,Preload_IronSource_Aura_app_downloads,Programmatic_Bidease_Spend,Programmatic_Bidease_Clicks,Programmatic_Bidease_Impressions,Preload_Digital_Turbine_Spend,Preload_Digital_Turbine_launches,Preload_Digital_Turbine_impressions,Preload_Digital_Turbine_app_downloads,Programmatic_Tapjoy_Spend,Programmatic_Tapjoy_Clicks,Programmatic_Tapjoy_Impressions,SEM_Apple_Search_Ads_Spend,SEM_Apple_Search_Ads_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Spend,Programmatic_LiftOff_Clicks,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Spend,Programmatic_IronSource_Sonic_Clicks,Programmatic_IronSource_Sonic_Impressions,PaidSocial_Twitter_Spend,PaidSocial_Twitter_Clicks,PaidSocial_Twitter_Impressions,Programmatic_TikTok_Spend,Programmatic_TikTok_Clicks,Programmatic_TikTok_Impressions,PaidSocial_Vibe_Spend,PaidSocial_Vibe_Clicks,PaidSocial_Vibe_Impressions,Programmatic_Persona.ly_Spend,Programmatic_Persona.ly_Clicks,Programmatic_Persona.ly_Impressions,SocialEng_Facebook_Impressions,SocialEng_Facebook_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_LinkedIn_Total_Engagements,SocialEng_LinkedIn_Estimated_Clicks,SocialEng_YouTube_Impressions,SocialEng_YouTube_Total_Engagements,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Impressions,SocialEng_Instagram_Total_Engagements,SocialEng_Instagram_Estimated_Clicks,SocialEng_Twitter_Impressions,SocialEng_Twitter_Total_Engagements,SocialEng_Twitter_Estimated_Clicks,SocialEng_TikTok_Impressions,SocialEng_TikTok_Total_Engagements,OrganicSearch_Google_Clicks,OrganicSearch_Google_Impressions,OrganicSearch_Google_Position,Overall_Product_Visits,US Weather Impact Rating,EventsCamp/Vend_Campaign_Flag,EventsCamp/Vend_Campaign/Vendor(s),Critical_Event_Flag,Overall_Visits_Critical_Event_Flag,Installs_Critical_Event_Flag,Visits_Critical_Event_Flag,Event_Name,MobileWeb_TWC Mobile Web_Visits,Apps_TWC Universal Android 4G+_Visits,Apps_TWC Universal iOS 4G+_Visits,Web_TWC Web_Visits,Overall_Web_Visits,Twitter_TikTok_Combined_Spend,Twitter_TikTok_Combined_Clicks,Twitter_TikTok_Combined_Impressions,Influencer_Spend,Influencer_Daily_Impressions,Total_App_Installs,Usage,Preference,Seen as experts,Net Favorability,Net Trust,Realibality,Accuracy,NPS,Positive impact on community,Positive impact on well being,Brand_Spend,Brand_Impressions
06-07-2022,3207.89719,9002,145733,941.87,1728,52084,3855,350.75,2077,560373,0,0,0,0,19.6,235,0,3437.96,7755,74300,323.061263,20040,61491,34,0,0,219.189435,661,117714,0,0,0,0,0,0,161.45,1827,119577,1241069,6527,10369,152999,3939,1788,0,0,0,207784,3947,0,351623,2737,406,223329,16153,1588335,15401472,3.87,58075852,1.75,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,12307605,10151932,31248971,4367344,16674949,219.189435,661,117714,0,0,58305,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,21531.98409,790739
07-07-2022,3803.89076,9041,169802,951.25,1569,47873,3829,302.45,1541,292977,0,0,0,0,19.8,241,0,3023.11,6845,70492,322.821952,20361,61624,167.52727,5207,22368,234.199205,545,109153,0,0,0,0,0,0,161.46,1800,105492,8776860,87176,4937,152764,2255,654,0,570,29,720188,36873,0,435385,3562,931,59362,5063,1469088,14333793,3.99,51949435,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,10946255,9031136,27919910,4052134,14998389,234.199205,545,109153,0,0,52809,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,30313.94549,992442
08-07-2022,4323.66344,10038,169374,940.32,1675,42609,3675,316.25,1536,294993,0,0,0,0,25,261,0,2854.81,6606,67886,322.603546,19958,59545,767.26483,20283,79640,170.134525,423,84778,0,0,0,0,0,0,161.37,1874,104298,1020643,8091,6825,114384,977,423,0,49,5,284935,29865,0,266002,2105,207,3219117,9572,1647019,15488111,3.95,57117930,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11565402,10086800,31454479,4011249,15576651,170.134525,423,84778,0,0,56409,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,11843.414,678889
09-07-2022,3837.40363,9193,151929,943.21,1701,41715,3663,317.4,1427,281266,0,0,0,0,24,206,0,3011.17,6552,64058,322.800058,19933,59720,667.27521,17953,71445,221.419734,482,80637,0,0,0,0,0,0,161.86,1774,86482,1048048,7140,8986,0,0,0,0,0,0,157903,3266,0,81818,350,0,0,0,1283238,13755568,4.18,49557998,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,10242903,8480543,27975412,2859140,13102043,221.419734,482,80637,0,0,57792,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,13070.28336,620071
10-07-2022,3532.61824,8495,141671,940.18,1623,42654,3657,289.8,1379,266871,0,0,0,0,22.2,205,0,2738.4,5699,57194,324.029144,21679,66117,699.88149,18091,71071,255.855766,521,98779,0,0,0,0,0,0,163.43,1818,83363,628657,5193,8700,0,0,0,0,0,0,388391,9427,0,33093,107,0,0,0,1173303,12942462,4.22,44693005,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9077134,7818579,24966669,2830623,11907757,255.855766,521,98779,0,0,52315,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,10517.14679,646194
11-07-2022,3526.7939,8434,146090,929.49,1701,45691,3621,267.95,1352,245018,0,0,0,0,21.6,236,0,2463.68,5356,60942,323.516975,21530,66481,643.56883,17554,72230,269.729142,593,104641,0,0,0,0,0,0,163.31,1897,85023,1712858,13314,13100,46171,1469,380,0,0,0,418976,39480,0,197021,1322,434,58538,4310,1369437,14462148,4.08,46639968,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9891270,8231981,24625901,3890816,13782086,269.729142,593,104641,0,0,50313,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,19426.49908,820787
12-07-2022,3728.16366,8966,155206,933.01,1625,42971,3607,244.95,1021,224328,0,0,0,0,23,261,0,2697.64,6164,65346,323.250535,20458,60056,641.53,17456,69026,220.162933,542,108905,0,0,0,0,0,0,153.27,1768,81334,914861,4663,8820,96218,2735,2193,0,0,0,169787,43484,0,211429,1295,603,79904,3211,1509474,15489866,3.91,53221255,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11576967,8955663,28469205,4219420,15796387,220.162933,542,108905,0,0,56440,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,10533.01141,636563
13-07-2022,3460.56957,8345,146722,930.97,1659,41761,3626,302.45,1098,218517,0,0,0,0,21,276,0,2426.53,5425,66072,322.918056,20423,60266,663.64758,17792,68312,196.354823,381,70987,0,0,0,0,0,0,162.33,1645,77865,2536043,24628,31829,72796,5371,1003,0,71,3,368812,23961,0,204074,1275,569,94605,7155,1345402,14452649,4.09,49036612,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9868686,8371602,26994757,3801567,13670253,196.354823,381,70987,0,0,53686,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,27394.43801,978016
14-07-2022,3605.11038,8580,140266,926.68,1653,43254,3551,272.55,1162,222688,0,0,0,0,32.8,300,0,2569.89,5896,63896,323.130431,21063,62706,643.71619,17002,66524,283.841241,416,86051,0,0,0,0,0,0,149.64,1799,81571,1695035,14741,16961,85583,2072,546,0,32,0,476557,20079,0,261963,1964,1445,2656065,9434,1397490,14583915,4.05,47105589,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,10145072,7878757,25292368,3789392,13934464,283.841241,416,86051,0,0,55436,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,9667.740386,626399
15-07-2022,3407.82084,8054,121066,930.62,1771,50762,3686,272.55,1263,232192,0,0,0,0,41,349,0,2965.7,6212,66221,323.114294,19780,60082,592.24396,16687,60842,228.785085,438,87882,0,0,0,0,0,0,161.29,2258,97981,1898282,12273,34191,186384,3356,354,0,0,0,261461,24630,0,271609,977,494,48428,3589,1486749,14272413,4.06,46473613,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9741482,8021690,25106579,3603862,13345344,228.785085,438,87882,0,0,52876,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,13312.57478,667994
16-07-2022,4092.83924,9670,143174,935.09,1663,42558,3678,296.7,1232,246098,0,0,0,0,48.8,416,0,3348.87,7113,70523,322.916206,19184,62461,669.23868,19047,68246,296.318945,490,90344,0,0,0,0,0,0,161.51,2162,108105,920322,8395,11073,0,0,0,0,0,0,104770,11116,0,133119,728,0,66502,6794,1480184,15297755,3.99,52569170,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11035111,9244359,29224379,3065321,14100432,296.318945,490,90344,0,0,57013,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,11382.13626,635809
17-07-2022,4488.86941,10512,154266,932.47,1765,47128,3676,281.75,1335,257243,0,0,0,0,50.8,420,0,3370.31,7341,70621,323.089224,20486,67401,878.96304,24218,76054,347.003505,571,102789,0,0,0,0,0,0,966.92,6716,885424,3143056,25884,136942,30680,296,201,0,0,0,306909,12681,0,79365,426,0,37550,1835,1445901,15151014,4.08,53436785,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11306438,9478067,29318575,3333705,14640143,347.003505,571,102789,0,0,59154,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,11592.11701,665031
18-07-2022,4413.64565,10125,156888,935.62,1841,49656,3838,277.15,1472,260550,0,0,0,0,52.4,449,0,3505.03,7302,70635,322.980298,20467,64732,797.72809,28734,89197,301.413754,524,99445,0,0,0,0,0,0,447.59,3240,389290,2191586,21778,27145,128646,2176,2060,0,0,0,361483,35273,0,469634,2475,835,1314534,43603,1628108,16852524,4.14,56356201,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,12154984,9558539,29913828,4728850,16883834,301.413754,524,99445,0,0,60418,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,24853.71618,953657
19-07-2022,3674.34106,8272,141332,932.22,1771,47527,3798,243.8,1441,246940,0,0,0,0,48,415,0,2786.82,5269,47822,323.160035,19385,73813,804.41375,22808,71739,314.133543,594,104561,0,0,0,0,0,0,159.49,2296,119904,2831770,23445,75606,131249,2786,1362,0,0,0,542435,31878,0,314760,2939,283,1503897,74896,1238705,14472674,4.18,47626605,1.25,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9682328,7991221,26154379,3798677,13481005,314.133543,594,104561,0,0,55130,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,21954.21215,831978
20-07-2022,4711.8323,10182,156047,936.14,1670,41803,3754,293.25,1411,243722,0,0,0,0,48,452,0,2543.64,5300,37619,299.611024,17573,66655,862.07814,30193,93049,258.773397,535,98057,0,0,0,0,0,0,160.4,2390,115855,2201969,24513,44677,74335,1016,358,0,18,12,397882,26295,0,350639,2057,589,67199,3897,1421713,15439654,4.03,51313267,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11441857,8870232,27019105,3982073,15423930,258.773397,535,98057,0,0,54455,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,11358.19102,568294
21-07-2022,4620.38083,10191,157734,934.07,1835,44619,3707,323.15,1622,254869,0,0,0,0,22.4,341,0,3453.14,7103,50220,322.949305,19490,68997,868.34839,27658,88225,200.525295,344,69756,0,0,0,0,0,0,161.61,2337,114196,1909733,16251,25384,84425,2448,745,0,0,0,503978,19434,0,292210,1548,666,55037,3885,1531004,15858575,4.01,54273866,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,12288419,9059168,28589658,4336621,16625040,200.525295,344,69756,0,0,60440,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,9820.285927,644846
22-07-2022,3677.94201,8342,134716,930.32,1759,53055,3575,328.9,1555,247612,0,0,0,0,26,338,0,2529.06,5239,41643,322.933188,19396,65504,810.84044,30992,87138,186.147985,333,61070,0,0,0,0,0,0,162.71,2032,112460,2562661,14683,32504,18776,652,42,0,13,0,378726,19250,1,180383,879,186,93865,4589,1281650,13793266,4.07,44484787,1.25,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9903424,7528941,23539853,3512569,13415993,186.147985,333,61070,0,0,49914,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,11260.56779,569275
23-07-2022,5691.73166,13052,184803,940.12,1887,44594,3681,358.8,1675,248004,0,0,0,0,19.8,286,0,4267.36,8779,51413,323.115751,19477,64077,823.20172,26506,79667,409.122905,503,89254,0,0,0,0,0,0,155.71,1862,93073,686285,2615,3572,14919,196,230,0,0,0,76897,1342,0,141643,712,64,0,0,1638619,16271563,3.85,63920538,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,14988204,11370837,34135011,3426486,18414690,409.122905,503,89254,0,0,67913,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,13245.44194,602972
24-07-2022,4991.27085,11624,171785,955.39,1776,60726,3861,365.7,1757,254311,0,0,0,0,20.6,262,0,3812.35,7817,45997,322.868031,19137,67297,917.00523,30766,83768,506.677895,748,123328,0,0,0,0,0,0,148.94,1829,84635,420001,1963,3106,0,0,0,0,0,0,89515,2524,0,29125,210,0,17740,916,1555462,15743424,3.96,58479483,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,13349592,10377594,31189847,3562450,16912042,506.677895,748,123328,0,0,64462,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,10788.7007,562039
25-07-2022,4365.95964,10460,163387,950.19,1809,48664,3797,223.1,1883,253021,0,0,0,0,23.2,291,0,3818.85,7630,47351,322.944128,19708,70509,870.95536,28727,85446,550.068577,754,139947,0,0,0,0,0,0,161.92,2125,90702,2242087,16221,45510,80966,2512,365,0,0,0,602046,31117,0,353192,1770,510,85735,4543,1713562,16839830,4,59748962,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,1,0,1,"Flash floods sweep through Kentucky, killing dozens",13071230,10091115,31588638,4997979,18069209,550.068577,754,139947,0,0,62934,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,14514.45225,885295
26-07-2022,3929.02354,9548,159002,934.37,1761,52905,3633,233.45,1481,226687,0,0,0,0,22.4,257,0,3055.45,6141,43540,322.531676,18785,68274,852.96158,28041,79315,483.781993,773,138774,0,0,0,0,0,0,161.72,2151,102760,2533004,17557,55748,57427,2105,625,0,97,0,429831,15347,0,305661,4079,1326,212452,10827,1497522,15643611,4.08,52370354,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,0,0,0,"Flash floods sweep through Kentucky, killing dozens",10587432,9112359,28476052,4194511,14781943,483.781993,773,138774,0,0,55090,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,19558.47302,1153445
27-07-2022,3882.1206,9125,148910,932.94,1709,45347,3584,192.05,1027,187595,0,0,0,0,26.4,316,0,2963.24,5956,40692,322.937053,18061,63479,835.85086,27201,87315,484.041255,756,126498,0,0,0,0,0,0,57.24,962,47017,1260157,6836,12975,136585,3180,557,0,0,0,365071,22051,0,251717,1661,720,413951,24488,1469218,15010656,3.9,50411463,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,0,0,0,"Flash floods sweep through Kentucky, killing dozens",10528399,9081872,26706242,4094950,14623349,484.041255,756,126498,0,0,52198,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,16578.50531,1056465
28-07-2022,4176.82289,9899,157949,937.9,1691,42344,3642,345,1423,243279,0,0,0,0,12,117,0,3272.33,6527,53691,322.81713,17310,58377,1016.76861,31749,108115,580.573977,902,147390,0,0,0,0,0,0,0.09,27,82,1881597,19926,37570,136608,4610,668,0,0,0,393241,25968,0,345279,1904,1358,1494125,80070,1611042,16050191,3.85,57484473,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,1,1,1,"Flash floods sweep through Kentucky, killing dozens",11500240,9890249,31727670,4366314,15866554,580.573977,902,147390,0,0,58315,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,17692.00486,1073108
29-07-2022,3590.63894,8644,142224,936.77,1659,37743,3733,309.35,1383,244857,0,0,0,0,15.8,231,0,2801.74,4247,50874,324.000718,15840,58214,856.78316,25203,85407,452.513826,763,140297,0,0,0,0,0,0,0.05,8,58,1870393,12695,61642,34484,450,96,0,33,0,316506,29404,0,237869,1260,206,1220201,45903,1448089,15780521,3.78,48502213,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,0,0,0,"Flash floods sweep through Kentucky, killing dozens",9949413,8245845,26524294,3782661,13732074,452.513826,763,140297,0,0,53427,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,132477.0893,4507836
30-07-2022,3646.43436,8633,149415,947.87,1560,28242,3831,323.15,1424,249453,0,0,0,0,23.8,254,0,2375.8,3398,43990,323.213795,15785,59797,859.45553,26964,82086,505.062729,696,123812,0,0,0,0,0,0,0.04,19,36,659109,2572,5913,846,6,0,0,0,0,0,7104,0,157496,608,16,30708,3318,1165684,13346940,4,41845311,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,0,0,0,"Flash floods sweep through Kentucky, killing dozens",8913199,7170171,23007719,2754222,11667421,505.062729,696,123812,0,0,50349,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,14926.48372,930747
31-07-2022,3994.32388,9369,155215,948.07,1551,28350,3918,395.6,1305,241935,0,0,0,0,20.6,204,0,2452.47,3535,48178,315.488233,15040,61430,948.6122,28015,89182,542.203594,835,168892,0,0,0,0,0,0,0.02,20,22,822622,4298,22942,0,0,0,0,0,0,244334,10976,0,26663,50,32,0,0,1347859,14471931,4.04,46034794,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_Spotify ; TWCBrandAccuracy_TikTok,1,1,1,1,"Flash floods sweep through Kentucky, killing dozens",9743959,8345521,24832660,3112654,12856613,542.203594,835,168892,0,0,51104,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,12870.51379,843932
01-08-2022,3973.23918,9487,158416,940.07,1661,46237,3865,363.4,1486,273178,0,0,0,0,22,273,0,2665.52,4374,71862,323.085432,18068,63182,916.072,30072,99445,598.257595,1102,221469,0,0,0,0,0,0,161.63,2227,113213,1509672,9861,17753,917629,1571,1093,0,0,0,183702,27491,0,309343,1653,348,565607,87902,1535763,15521764,4.07,48941884,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,10126522,8570660,25942146,4302556,14429078,598.257595,1102,221469,0,0,51430,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,17207.6558,796673
02-08-2022,3635.32682,8398,139751,934.29,1628,46826,3696,326.6,1359,266116,0,0,0,0,21.2,238,0,2324.29,4996,78068,323.186835,18261,80942,833.97791,22806,75689,614.526548,1125,215882,0,0,0,0,0,0,161.83,2316,111338,1270679,11805,11214,109177,1751,253,0,0,0,263396,12676,0,324107,1381,325,83564,7008,1343963,13638153,4.05,44015675,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,9404184,7728481,23073528,3809482,13213666,614.526548,1125,215882,0,0,46988,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,12469.90536,663555
03-08-2022,4871.25143,10889,170891,935.82,1718,43599,3743,339.25,1321,251788,0,0,0,0,24.4,260,0,2840.15,5337,58404,300.031217,13866,52212,792.80137,21656,71828,622.860907,1064,169047,0,0,0,0,0,0,163.73,2141,113151,1441775,9753,18258,65708,1767,396,0,0,0,286909,79788,0,327170,1556,547,1506791,103382,1619942,15216947,3.93,53832783,1.5,1,TWCBrandAccuracy_Cluep ; TWCBrandAccuracy_Facebook ; TWCBrandAccuracy_Hulu ; TWCBrandAccuracy_Kargo ; TWCBrandAccuracy_Pandora ; TWCBrandAccuracy_Peacock ; TWCBrandAccuracy_SambaTV ; TWCBrandAccuracy_TikTok,0,0,0,0,0,11820061,9705883,27973330,4333509,16153570,622.860907,1064,169047,0,0,55778,0.61,0.28,0.77,0.72,0.66,0.79,0.79,0,0.57,0.58,13840.10181,690114
